date,store_id,sku_id,units_sold,total_revenue,avg_unit_price,transaction_count,unique_customers,promotion_flag
2022-03-08,STORE_001,SKU_00001,20,2859.8,142.99,12,10,0
2022-03-09,STORE_001,SKU_00001,22,2673.88,121.54,13,11,1
2022-03-10,STORE_001,SKU_00001,13,1858.87,142.99,8,7,0
2022-03-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-12,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-13,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-03-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-18,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-03-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-20,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-22,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-24,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-03-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-03-27,STORE_001,SKU_00001,24,3431.76,142.99,14,12,0
2022-03-28,STORE_001,SKU_00001,18,2573.82,142.99,10,9,0
2022-03-29,STORE_001,SKU_00001,22,3145.78,142.99,13,11,0
2022-03-30,STORE_001,SKU_00001,22,3145.78,142.99,13,11,0
2022-03-31,STORE_001,SKU_00001,14,2001.86,142.99,8,7,0
2022-04-01,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-02,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-03,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-08,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-04-09,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-10,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-04-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-12,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-13,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-18,STORE_001,SKU_00001,23,3288.77,142.99,13,11,0
2022-04-19,STORE_001,SKU_00001,26,2974.14,114.39,15,13,1
2022-04-20,STORE_001,SKU_00001,20,2859.8,142.99,12,10,0
2022-04-21,STORE_001,SKU_00001,15,2144.85,142.99,9,8,0
2022-04-22,STORE_001,SKU_00001,14,2001.86,142.99,8,7,0
2022-04-23,STORE_001,SKU_00001,2,285.98,142.99,2,1,0
2022-04-24,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-27,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-28,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-04-30,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-01,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-02,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-03,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-08,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-05-09,STORE_001,SKU_00001,23,3288.77,142.99,13,11,0
2022-05-10,STORE_001,SKU_00001,24,3431.76,142.99,14,12,0
2022-05-11,STORE_001,SKU_00001,20,2859.8,142.99,12,10,0
2022-05-12,STORE_001,SKU_00001,23,3288.77,142.99,13,11,0
2022-05-13,STORE_001,SKU_00001,10,1429.9,142.99,6,5,0
2022-05-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-20,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-22,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-24,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-25,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-05-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-27,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-28,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-05-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-05-30,STORE_001,SKU_00001,23,3288.77,142.99,13,11,0
2022-05-31,STORE_001,SKU_00001,21,3002.79,142.99,12,10,0
2022-06-01,STORE_001,SKU_00001,18,2573.82,142.99,10,9,0
2022-06-02,STORE_001,SKU_00001,29,4146.71,142.99,17,15,0
2022-06-03,STORE_001,SKU_00001,9,1286.91,142.99,5,4,0
2022-06-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-08,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-09,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-10,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-12,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-13,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-06-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-17,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-06-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-20,STORE_001,SKU_00001,27,3474.63,128.69,15,13,1
2022-06-21,STORE_001,SKU_00001,33,4718.67,142.99,19,17,0
2022-06-22,STORE_001,SKU_00001,16,2287.84,142.99,9,8,0
2022-06-23,STORE_001,SKU_00001,24,3431.76,142.99,14,12,0
2022-06-24,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-27,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-28,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-06-30,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-01,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-02,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-03,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-08,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-09,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-07-10,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-11,STORE_001,SKU_00001,14,2001.86,142.99,8,7,0
2022-07-12,STORE_001,SKU_00001,25,3574.75,142.99,14,12,0
2022-07-13,STORE_001,SKU_00001,27,3860.73,142.99,15,13,0
2022-07-14,STORE_001,SKU_00001,15,2144.85,142.99,9,8,0
2022-07-15,STORE_001,SKU_00001,19,2716.81,142.99,11,9,0
2022-07-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-20,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-07-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-22,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-24,STORE_001,SKU_00001,0,0.0,114.39,0,0,1
2022-07-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-27,STORE_001,SKU_00001,0,0.0,114.39,0,0,1
2022-07-28,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-30,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-07-31,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-01,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-02,STORE_001,SKU_00001,22,3145.78,142.99,13,11,0
2022-08-03,STORE_001,SKU_00001,16,2287.84,142.99,9,8,0
2022-08-04,STORE_001,SKU_00001,22,3145.78,142.99,13,11,0
2022-08-05,STORE_001,SKU_00001,21,3002.79,142.99,12,10,0
2022-08-06,STORE_001,SKU_00001,19,2716.81,142.99,11,9,0
2022-08-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-08,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-09,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-10,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-08-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-12,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-13,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-20,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-22,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-24,STORE_001,SKU_00001,20,2859.8,142.99,12,10,0
2022-08-25,STORE_001,SKU_00001,39,4740.06,121.54,22,19,1
2022-08-26,STORE_001,SKU_00001,16,2287.84,142.99,9,8,0
2022-08-27,STORE_001,SKU_00001,25,3574.75,142.99,14,12,0
2022-08-28,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-30,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-08-31,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-01,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-09-02,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-03,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-08,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-09,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-10,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-12,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-13,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-14,STORE_001,SKU_00001,9,1286.91,142.99,5,4,0
2022-09-15,STORE_001,SKU_00001,14,2001.86,142.99,8,7,0
2022-09-16,STORE_001,SKU_00001,26,2974.14,114.39,15,13,1
2022-09-17,STORE_001,SKU_00001,29,4146.71,142.99,17,15,0
2022-09-18,STORE_001,SKU_00001,22,3145.78,142.99,13,11,0
2022-09-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-20,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-22,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-24,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-27,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-28,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-09-30,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-01,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-02,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-03,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-06,STORE_001,SKU_00001,15,2144.85,142.99,9,8,0
2022-10-07,STORE_001,SKU_00001,15,2144.85,142.99,9,8,0
2022-10-08,STORE_001,SKU_00001,19,2716.81,142.99,11,9,0
2022-10-09,STORE_001,SKU_00001,16,2287.84,142.99,9,8,0
2022-10-10,STORE_001,SKU_00001,23,2959.87,128.69,13,11,1
2022-10-11,STORE_001,SKU_00001,10,1429.9,142.99,6,5,0
2022-10-12,STORE_001,SKU_00001,2,214.48,107.24,2,1,1
2022-10-13,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-17,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-10-18,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-10-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-20,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-22,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-24,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-10-26,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-10-27,STORE_001,SKU_00001,0,0.0,114.39,0,0,1
2022-10-28,STORE_001,SKU_00001,9,1286.91,142.99,5,4,0
2022-10-29,STORE_001,SKU_00001,26,3717.74,142.99,15,13,0
2022-10-30,STORE_001,SKU_00001,7,1000.93,142.99,4,3,0
2022-10-31,STORE_001,SKU_00001,17,2430.83,142.99,10,9,0
2022-11-01,STORE_001,SKU_00001,18,2573.82,142.99,10,9,0
2022-11-02,STORE_001,SKU_00001,10,1429.9,142.99,6,5,0
2022-11-03,STORE_001,SKU_00001,13,1858.87,142.99,8,7,0
2022-11-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-05,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-07,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-11-08,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-11-09,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-10,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-12,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-13,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-20,STORE_001,SKU_00001,32,4575.68,142.99,18,16,0
2022-11-21,STORE_001,SKU_00001,21,3002.79,142.99,12,10,0
2022-11-22,STORE_001,SKU_00001,12,1715.88,142.99,7,6,0
2022-11-23,STORE_001,SKU_00001,9,1286.91,142.99,5,4,0
2022-11-24,STORE_001,SKU_00001,18,2573.82,142.99,10,9,0
2022-11-25,STORE_001,SKU_00001,8,1143.92,142.99,5,4,0
2022-11-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-27,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-28,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-11-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-11-30,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2022-12-01,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-12-02,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-03,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-04,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-05,STORE_001,SKU_00001,0,0.0,128.69,0,0,1
2022-12-06,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-07,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-08,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-09,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-10,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-11,STORE_001,SKU_00001,24,3431.76,142.99,14,12,0
2022-12-12,STORE_001,SKU_00001,15,2144.85,142.99,9,8,0
2022-12-13,STORE_001,SKU_00001,20,2573.8,128.69,12,10,1
2022-12-14,STORE_001,SKU_00001,15,2144.85,142.99,9,8,0
2022-12-15,STORE_001,SKU_00001,9,1286.91,142.99,5,4,0
2022-12-16,STORE_001,SKU_00001,16,2287.84,142.99,9,8,0
2022-12-17,STORE_001,SKU_00001,1,142.99,142.99,1,1,0
2022-12-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-19,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-20,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-12-21,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-22,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2022-12-23,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-24,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-25,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-26,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-27,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-28,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-29,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-30,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2022-12-31,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-01,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-02,STORE_001,SKU_00001,18,2573.82,142.99,10,9,0
2023-01-03,STORE_001,SKU_00001,10,1429.9,142.99,6,5,0
2023-01-04,STORE_001,SKU_00001,13,1672.97,128.69,8,7,1
2023-01-05,STORE_001,SKU_00001,9,1286.91,142.99,5,4,0
2023-01-06,STORE_001,SKU_00001,20,2144.8,107.24,12,10,1
2023-01-07,STORE_001,SKU_00001,25,2681.0,107.24,14,12,1
2023-01-08,STORE_001,SKU_00001,5,714.95,142.99,3,2,0
2023-01-09,STORE_001,SKU_00001,0,0.0,107.24,0,0,1
2023-01-10,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-11,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-12,STORE_001,SKU_00001,0,0.0,121.54,0,0,1
2023-01-13,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-14,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-15,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-16,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-17,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
2023-01-18,STORE_001,SKU_00001,0,0.0,142.99,0,0,0
